,Produto,Total_Receitas_2018Q1,Total_Receitas_2018Q2,Total_Receitas_2018Q3,Total_Receitas_2018Q4,Total_Receitas_2019Q1,Total_Receitas_2019Q2,Total_Receitas_2019Q3,Total_Receitas_2019Q4,Total_Receitas_2020Q1,Total_Receitas_2020Q2,Total_Receitas_2020Q3,Total_Receitas_2020Q4,Total_Receitas_2021Q1,Total_Receitas_2021Q2,Total_Receitas_2021Q3,Total_Receitas_2021Q4,Total_Receitas_2022Q1,Total_Receitas_2022Q2,Total_Receitas_2022Q3,Total_Receitas_2022Q4,Total_Unidades_Vendidas_2018Q1,Total_Unidades_Vendidas_2018Q2,Total_Unidades_Vendidas_2018Q3,Total_Unidades_Vendidas_2018Q4,Total_Unidades_Vendidas_2019Q1,Total_Unidades_Vendidas_2019Q2,Total_Unidades_Vendidas_2019Q3,Total_Unidades_Vendidas_2019Q4,Total_Unidades_Vendidas_2020Q1,Total_Unidades_Vendidas_2020Q2,Total_Unidades_Vendidas_2020Q3,Total_Unidades_Vendidas_2020Q4,Total_Unidades_Vendidas_2021Q1,Total_Unidades_Vendidas_2021Q2,Total_Unidades_Vendidas_2021Q3,Total_Unidades_Vendidas_2021Q4,Total_Unidades_Vendidas_2022Q1,Total_Unidades_Vendidas_2022Q2,Total_Unidades_Vendidas_2022Q3,Total_Unidades_Vendidas_2022Q4,Nome_Produto,Unidade_Produto,Referencia_Produto,DataUltimaAtualizacao_Produto,NomeMarca_Produto,Complemento_Produto,Classificacao11_Produto,Classificacao12_Produto,Classificacao13_Produto,Classificacao14_Produto,Classificacao15_Produto,Nome_Class_11_Produto,Nome_Class_12_Produto,Nome_Class_13_Produto,Nome_Class_14_Produto,Nome_Class_15_Produto
45,29518,11.0,1.8333333333333333,0.0,1.8333333333333333,0.0,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROMMEL REDE BCO,UN,REDE,2017-09-06 00:00:00,ROMMEL,BCO,2,2,3,3,149,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,REDE
46,29525,27.72222222222222,0.0,0.0,27.72222222222222,0.0,0.0,18.48148148148148,9.24074074074074,73.92592592592592,36.96296296296296,0.0,9.24074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MASTER REDE BCH BASQUETE,UN,0,2018-01-17 00:00:00,MASTER,0,2,2,3,3,149,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,REDE
47,29527,0.0,0.0,13.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.981481481481481,4.981481481481481,4.981481481481481,14.944444444444443,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,MASTER REDE BNY BASQUETE,UN,0,2021-10-05 00:00:00,MASTER,0,2,2,3,3,149,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,REDE
48,29533,0.0,0.0,0.0,92.5,18.5,0.0,12.944444444444445,51.77777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MASTER REDE VS/2 BCO,UN,0,2019-06-17 00:00:00,MASTER,0,2,2,3,3,149,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,REDE
49,29542,7.333333333333333,1.8333333333333333,0.0,0.0,1.8333333333333333,3.6666666666666665,1.8333333333333333,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROMMEL REDE PTO,UN,REDE ,2017-09-06 00:00:00,ROMMEL,PTO,2,2,3,3,149,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,REDE
50,29543,0.0,0.0,0.0,0.0,85.0,170.0,0.0,0.0,0.0,0.0,0.0,101.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MASTER REDE VOP2P VOLEI OFICIA,PR,VOP2P,2019-06-17 00:00:00,MASTER REDE,VOLEI OFICIAL,2,2,3,3,149,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,REDE
51,29544,0.0,0.0,0.0,8.481481481481481,0.0,0.0,12.722222222222221,12.722222222222221,33.925925925925924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.166666666666666,0.0,10.166666666666666,10.166666666666666,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,MASTER BCH BASQUETE,PR,BCH,2021-10-05 00:00:00,MASTER,BASQUETE,2,2,3,3,149,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,REDE
52,29545,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROMMEL REDE RSA,UN,REDE ,2017-09-06 00:00:00,ROMMEL,RSA,2,2,3,3,149,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,REDE
53,29553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.18518518518518,88.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,MASTER REDE VAI REDE DE VOLEY,UN,0,2022-10-28 00:00:00,MASTER,0,2,2,3,3,149,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,REDE
54,29554,0.0,29.444444444444443,88.33333333333333,88.33333333333333,29.444444444444443,0.0,29.444444444444443,0.0,0.0,58.888888888888886,29.444444444444443,0.0,0.0,0.0,0.0,0.0,42.407407407407405,0.0,84.81481481481481,42.407407407407405,0.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,MASTER REDE VAII REDE VOLEY,UN,0,2021-10-05 00:00:00,MASTER,0,2,2,3,3,149,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,REDE
55,29555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.33333333333331,0.0,92.22222222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,MASTER REDE VAIV REDE VOLEY,UN,0,2021-10-05 00:00:00,MASTER,0,2,2,3,3,149,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,REDE
56,29558,0.0,0.0,166.1111111111111,55.37037037037037,55.37037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MASTER REDE FC2 REDE DE CAMPO,UN,0,2018-01-17 00:00:00,MASTER,0,2,2,3,3,149,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,REDE
57,29559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.03703703703702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MASTER REDE F6/2 REDE F.SUICO,UN,0,2019-12-13 00:00:00,MASTER,0,2,2,3,3,149,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,REDE
58,29560,0.0,0.0,0.0,0.0,0.0,129.44444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MASTER REDE RT2 TENIS,UN,0,2017-01-20 00:00:00,MASTER,0,2,2,3,3,149,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,REDE
59,29565,14.796296296296296,29.59259259259259,29.59259259259259,29.59259259259259,59.18518518518518,0.0,27.72222222222222,62.87037037037037,59.18518518518518,88.77777777777777,0.0,0.0,14.796296296296296,14.796296296296296,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,0.0,3.0,5.0,4.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MASTER REDE VS1 VOLEY OF,UN,0,2019-12-13 00:00:00,MASTER,0,2,2,3,3,149,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,REDE
60,29614,0.0,132.59259259259258,33.148148148148145,55.18518518518518,0.0,55.18518518518518,27.59259259259259,82.77777777777777,55.18518518518518,0.0,105.0,70.0,73.7037037037037,0.0,0.0,0.0,44.25925925925926,0.0,44.25925925925926,44.25925925925926,0.0,4.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,KNOCKOUT POP 70 102B,UN,POP 70,2021-11-26 00:00:00,KNOCKOUT,102B,2,2,3,3,155,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,SACO
61,29615,147.4074074074074,36.85185185185185,36.85185185185185,36.85185185185185,73.7037037037037,0.0,36.85185185185185,140.0,70.0,534.4444444444445,127.22222222222221,127.22222222222221,42.407407407407405,46.11111111111111,0.0,206.66666666666663,103.33333333333331,0.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,2.0,14.0,3.0,3.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,KNOCKOUT POP 90 102C,UN,POP 90,2021-11-26 00:00:00,KNOCKOUT,102C,2,2,3,3,155,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,SACO
62,29616,55.37037037037037,0.0,110.74074074074073,47.96296296296296,47.96296296296296,51.66666666666666,0.0,51.66666666666666,206.66666666666663,103.33333333333331,129.25925925925924,64.62962962962962,129.25925925925924,64.62962962962962,0.0,0.0,129.25925925925924,0.0,0.0,129.25925925925924,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,KNOCKOUT POP 120 102D,UN,POP 120,2020-06-23 00:00:00,KNOCKOUT,102D,2,2,3,3,155,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,SACO
63,30364,25.88888888888889,0.0,14.796296296296296,14.796296296296296,0.0,0.0,0.0,0.0,0.0,0.0,14.796296296296296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROMMEL B40 ROSA COURO,PR,0,2018-04-04 00:00:00,ROMMEL,0,2,2,3,3,287,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,SACOLA SACOLA
64,30365,11.092592592592592,12.01851851851852,12.01851851851852,0.0,12.01851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROMMEL B38 ROSA COURO,PR,0,2018-04-04 00:00:00,ROMMEL,0,2,2,3,3,287,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,SACOLA SACOLA
65,53800,18.48148148148148,0.0,9.24074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.24074074074074,9.24074074074074,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,SPEEDO 10424 MHO TEC,UN,0,2020-01-24 00:00:00,SPEEDO,0,3,2,2,3,254,CONFECÇÕES,ESPORTIVO,MASCULINO,ANUAL,SUNGA SUNGA
66,69664,10.166666666666666,0.0,0.0,0.0,3.6851851851851847,0.0,0.0,11.055555555555554,0.0,0.0,0.0,3.6851851851851847,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,BODY RUSH TORNOZELEIRA NEO IS,PR,TORNOZELEIRA ,2021-06-28 00:00:00,BODY RUSH,NEO IS,2,2,3,3,202,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,TORNOZELEIRA
67,69699,22.148148148148145,71.98148148148147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SPEEDO 18021 LYCRA MHO,UN,18021,2015-10-09 00:00:00,SPEEDO,LYCRA MHO,2,2,3,3,204,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,TOUCA DE NATAÇÃO
68,69707,16.611111111111107,49.83333333333333,55.37037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SPEEDO 18021 LYCRA RY,UN,18021,2015-10-09 00:00:00,SPEEDO,LYCRA RY,2,2,3,3,204,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,TOUCA DE NATAÇÃO
69,70308,0.0,0.0,0.0,0.0,0.0,7.388888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BONTON AMACIANTE6001 P/CALCADO,UN,AMACIANTE6001,2021-05-19 00:00:00,BONTON,P/CALCADOS,2,3,3,3,6,ACESSÓRIOS,GERAL,GERAL,ANUAL,AMAC
70,70438,9.24074074074074,0.0,9.24074074074074,0.0,9.24074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.055555555555554,3.6851851851851847,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ROMMEL 1016I BCO TECIDO,UN,0,2020-11-17 00:00:00,ROMMEL,0,3,2,1,3,157,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,SAIA
71,70450,9.24074074074074,64.68518518518519,27.72222222222222,0.0,18.48148148148148,18.48148148148148,9.24074074074074,9.24074074074074,0.0,0.0,0.0,3.6851851851851847,7.370370370370369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROMMEL 1016I RSA TECIDO,UN,0,2020-11-17 00:00:00,ROMMEL,0,3,2,1,3,157,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,SAIA
72,70515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0925925925925926,0.0,0.0,1.0925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROMMEL 1009 BCO FITA P/C,UN,0,2020-11-21 00:00:00,ROMMEL,0,2,2,3,3,128,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,OUTROS PRODUTOS
73,70516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3518518518518518,0.3518518518518518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,ROMMEL 1008 PTO FITA P/CAB,UN,0,2020-11-21 00:00:00,ROMMEL,0,2,4,3,3,128,ACESSÓRIOS,INFANTIL,GERAL,ANUAL,OUTROS PRODUTOS
74,70517,0.0,1.0925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3518518518518518,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ROMMEL 1009 PT FITA P/C,UN,0,2020-11-21 00:00:00,ROMMEL,0,2,2,3,3,128,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,OUTROS PRODUTOS
75,70552,0.0,0.0,13.87037037037037,13.87037037037037,27.74074074074074,0.0,0.0,0.0,0.0,0.0,14.796296296296296,14.796296296296296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MERCUR BC0039 SUPORTE PTO IS,UN,0,2019-04-12 00:00:00,MERCUR,0,2,2,3,3,183,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,SUPORTE
76,70572,0.0,5.537037037037036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WILSON WRZ5216 VME,UN,WRZ5216,2014-11-10 00:00:00,WILSON,VME,2,2,3,3,8,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,ANTIVIBRADOR
77,70702,0.0,0.0,0.0,0.0,0.0,0.0,41.611111111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BONTON LIMPA TENIS SPUMA,UN,0,2022-03-23 00:00:00,BONTON,0,2,3,3,3,128,ACESSÓRIOS,GERAL,GERAL,ANUAL,OUTROS PRODUTOS
78,70715,0.0,9.24074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PALTERM 049 LIMPA TENIS,UN,0,2017-02-08 00:00:00,PALTERM,0,2,3,3,3,128,ACESSÓRIOS,GERAL,GERAL,ANUAL,OUTROS PRODUTOS
79,70959,0.0,9.24074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GRENDHA 0310/1003 PTO SIN,PR,0,2016-04-13 00:00:00,GRENDHA,0,1,3,1,2,40,CALÇADOS,GERAL,FEMININO,INVERNO,BOTA DE CHUVA
80,72466,0.0,0.0,0.0,0.0,8.314814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.370370370370369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,ROMMEL 110I RSA,UN,0,2020-11-17 00:00:00,ROMMEL,0,3,2,1,2,69,CONFECÇÕES,ESPORTIVO,FEMININO,INVERNO,CASACO
81,72467,0.0,0.0,0.0,0.0,0.0,9.24074074074074,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,ROMMEL 1055I RSA,UN,0,2020-11-17 00:00:00,ROMMEL,0,3,2,1,2,69,CONFECÇÕES,ESPORTIVO,FEMININO,INVERNO,CASACO
82,72564,0.0,0.0,0.0,0.0,1.462962962962963,1.462962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELENE 3030 PTO,PR,3030,2022-02-14 00:00:00,SELENE,PTO,3,3,3,3,240,CONFECÇÕES,GERAL,GERAL,ANUAL,MEIA SOCIAL
83,72669,5.518518518518518,2.944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LUPO 4570/545 RSA ALG,PR,0,2022-04-18 00:00:00,LUPO,0,3,3,3,3,115,CONFECÇÕES,GERAL,GERAL,ANUAL,MEIA
84,73498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.44444444444443,0.0,0.0,129.44444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,MASTER REDE FC3 BCO,UN,0,2021-10-05 00:00:00,MASTER,0,2,2,3,3,149,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,REDE
85,77157,0.0,0.0,0.0,0.0,23.88888888888889,47.77777777777778,71.66666666666667,0.0,47.77777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SPEEDO 20537 MHO,UN,0,2018-02-06 00:00:00,SPEEDO,0,3,2,1,3,111,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,MAIO
86,77163,285.0,167.22222222222223,248.33333333333331,55.18518518518518,77.22222222222223,128.7037037037037,77.22222222222223,25.74074074074074,51.48148148148148,0.0,51.48148148148148,0.0,0.0,0.0,0.0,66.29629629629629,132.59259259259258,33.148148148148145,0.0,0.0,11.0,7.0,9.0,2.0,3.0,5.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,SPEEDO 020537 PTO,UN,020537,2021-06-26 00:00:00,SPEEDO,PTO,3,2,1,3,111,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,MAIO
87,77199,0.0,0.0,0.0,0.0,7.388888888888888,7.388888888888888,0.0,0.0,0.0,0.0,0.0,14.777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SPEEDO 11234 MHO,UN,0,2020-01-24 00:00:00,SPEEDO,0,3,2,2,1,254,CONFECÇÕES,ESPORTIVO,MASCULINO,VERÃO,SUNGA SUNGA
88,77201,46.24074074074074,0.0,55.5,0.0,0.0,0.0,0.0,0.0,36.96296296296296,0.0,0.0,9.24074074074074,0.0,0.0,0.0,0.0,0.0,0.0,66.5925925925926,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,SPEEDO 11426 MHO,UN,11426,2022-04-02 00:00:00,SPEEDO,MHO,3,2,2,3,254,CONFECÇÕES,ESPORTIVO,MASCULINO,ANUAL,SUNGA SUNGA
89,77210,74.0,55.5,18.5,0.0,0.0,0.0,0.0,0.0,18.48148148148148,0.0,0.0,0.0,9.24074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SPEEDO 11426 PTO,UN,11426,2022-04-02 00:00:00,SPEEDO,PTO,3,2,2,3,254,CONFECÇÕES,ESPORTIVO,MASCULINO,ANUAL,SUNGA SUNGA
90,78633,258.74074074074076,36.96296296296296,27.72222222222222,18.48148148148148,9.24074074074074,0.0,0.0,18.48148148148148,18.48148148148148,0.0,9.24074074074074,9.24074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MERCUR BC0065 PTO IS,UN,0,2021-06-28 00:00:00,MERCUR,0,2,2,3,3,86,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,COTOVELEIRA
91,80175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.388888888888888,81.27777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HAVAIANAS BRASIL/ PTO,PR,BRASIL/,2021-11-29 00:00:00,HAVAIANAS,PTO,1,3,1,3,251,CALÇADOS,GERAL,FEMININO,ANUAL,CHINELO CHINELO
